Username,Condition.Description,Stimuli.Cue,Procedure.Item,affordance_parsed,word,lemma,POS,Group
M20313725_bh,Version 1,bloomers,22,stepped on,stepped,step,VERB,MSU-TEXAS
M20313725_bh,Version 1,bloomers,22,thrown,thrown,throw,VERB,MSU-TEXAS
M20313725_bh,Version 1,bloomers,22,spit on,spit,spit,VERB,MSU-TEXAS
M20313725_bh,Version 1,bloomers,22,thrown up on,thrown,throw,VERB,MSU-TEXAS
M20313725_bh,Version 1,bloomers,22,laid on,laid,lay,VERB,MSU-TEXAS
M20313725_bh,Version 1,bloomers,22,sat on,sat,sit,VERB,MSU-TEXAS
M20313725_bh,Version 1,bloomers,22,made,made,make,VERB,MSU-TEXAS
M20313725_bh,Version 1,bloomers,22,displayed,displayed,display,VERB,MSU-TEXAS
M20313725_bh,Version 1,bloomers,22,pulled down,pulled,pull,VERB,MSU-TEXAS
M20313725_bh,Version 1,bloomers,22,pulled up,pulled,pull,VERB,MSU-TEXAS
M20313725_bh,Version 1,bloomers,22,stolen,stolen,steal,VERB,MSU-TEXAS
M20313725_bh,Version 1,bloomers,22,gifted ,gifted,gift,VERB,MSU-TEXAS
M20313725_bh,Version 1,stationary,27,held,held,hold,VERB,MSU-TEXAS
M20313725_bh,Version 1,stationary,27,stored,stored,store,VERB,MSU-TEXAS
M20313725_bh,Version 1,florist,14,hired,hired,hi,VERB,MSU-TEXAS
M20313725_bh,Version 1,florist,14,sell,sell,sell,VERB,MSU-TEXAS
M20313725_bh,Version 1,florist,14,eat,eat,eat,VERB,MSU-TEXAS
M20313725_bh,Version 1,florist,14,sleep,sleep,sleep,VERB,MSU-TEXAS
M20313725_bh,Version 1,florist,14,use the restroom,use,use,VERB,MSU-TEXAS
M20313725_bh,Version 1,florist,14,use the restroom,restroom,restroom,NOUN,MSU-TEXAS
M20313725_bh,Version 1,florist,14,laugh,laugh,laugh,VERB,MSU-TEXAS
M20313725_bh,Version 1,florist,14,run,run,run,VERB,MSU-TEXAS
M20313725_bh,Version 1,florist,14,walk,walk,walk,VERB,MSU-TEXAS
M20313725_bh,Version 1,florist,14,jump,jump,jump,VERB,MSU-TEXAS
M20313725_bh,Version 1,florist,14,make bouquets,make,make,VERB,MSU-TEXAS
M20313725_bh,Version 1,florist,14,make bouquets,bouquets,bouquet,NOUN,MSU-TEXAS
M20313725_bh,Version 1,florist,14,sell bouquets,sell,sell,VERB,MSU-TEXAS
M20313725_bh,Version 1,florist,14,sell bouquets,bouquets,bouquet,NOUN,MSU-TEXAS
M20313725_bh,Version 1,florist,14,buy flowers,buy,buy,VERB,MSU-TEXAS
M20313725_bh,Version 1,florist,14,buy flowers,flowers,flower,NOUN,MSU-TEXAS
M20313725_bh,Version 1,florist,14,cut thorns,cut,cut,VERB,MSU-TEXAS
M20313725_bh,Version 1,florist,14,cut thorns,thorns,thorn,NOUN,MSU-TEXAS
M20313725_bh,Version 1,florist,14,cry,cry,cry,VERB,MSU-TEXAS
M20313725_bh,Version 1,florist,14,become injured,become,become,VERB,MSU-TEXAS
M20313725_bh,Version 1,florist,14,become injured,injured,injur,VERB,MSU-TEXAS
M20313725_bh,Version 1,florist,14,yawn,yawn,yawn,VERB,MSU-TEXAS
M20313725_bh,Version 1,florist,14,cough,cough,cough,VERB,MSU-TEXAS
M20313725_bh,Version 1,florist,14,sneeze,sneeze,sneeze,VERB,MSU-TEXAS
M20313725_bh,Version 1,florist,14,pout,pout,pout,VERB,MSU-TEXAS
M20313725_bh,Version 1,florist,14,shout,shout,shout,VERB,MSU-TEXAS
M20313725_bh,Version 1,grease,16,cleaned,cleaned,clean,VERB,MSU-TEXAS
M20313725_bh,Version 1,grease,16,dropped,dropped,drop,VERB,MSU-TEXAS
M20313725_bh,Version 1,grease,16,picked up,picked,pick,VERB,MSU-TEXAS
M20313725_bh,Version 1,grease,16,stain,stain,stain,VERB,MSU-TEXAS
M20313725_bh,Version 1,tit,12,touched,touched,touch,VERB,MSU-TEXAS
M20313725_bh,Version 1,tit,12,caressed,caressed,caress,VERB,MSU-TEXAS
M20313725_bh,Version 1,tit,12,punched,punched,punche,VERB,MSU-TEXAS
M20313725_bh,Version 1,tit,12,hit,hit,hit,VERB,MSU-TEXAS
M20313725_bh,Version 1,tit,12,bruised,bruised,bruise,VERB,MSU-TEXAS
M20313725_bh,Version 1,tit,12,licked,licked,lick,VERB,MSU-TEXAS
M20313725_bh,Version 1,tit,12,sucked on,sucked,suck,VERB,MSU-TEXAS
M20313725_bh,Version 1,tit,12,showed off,showed,show,VERB,MSU-TEXAS
M20313725_bh,Version 1,tit,12,hidden,hidden,hide,VERB,MSU-TEXAS
M20313725_bh,Version 1,tit,12,grabbed,grabbed,grab,VERB,MSU-TEXAS
M20313725_bh,Version 1,tit,12,pushed,pushed,push,VERB,MSU-TEXAS
M20313725_bh,Version 1,tit,12,squeezed,squeezed,squeeze,VERB,MSU-TEXAS
M20313725_bh,Version 1,lanyard,5,held,held,hold,VERB,MSU-TEXAS
M20313725_bh,Version 1,lanyard,5,thrown,thrown,throw,VERB,MSU-TEXAS
M20313725_bh,Version 1,lanyard,5,dropped,dropped,drop,VERB,MSU-TEXAS
M20313725_bh,Version 1,lanyard,5,hold an id,hold,hold,VERB,MSU-TEXAS
M20313725_bh,Version 1,lanyard,5,hold an id,id,id,NOUN,MSU-TEXAS
M20313725_bh,Version 1,lanyard,5,swinged,swing,swing,VERB,MSU-TEXAS
M20313725_bh,Version 1,lanyard,5,stepped on,stepped,step,VERB,MSU-TEXAS
M20313725_bh,Version 1,lanyard,5,sat on,sat,sit,VERB,MSU-TEXAS
M20313725_bh,Version 1,lanyard,5,stored,stored,store,VERB,MSU-TEXAS
M20313725_bh,Version 1,lanyard,5,sold,sold,sell,VERB,MSU-TEXAS
M20313725_bh,Version 1,lanyard,5,bought,bought,buy,VERB,MSU-TEXAS
M20313725_bh,Version 1,lanyard,5,made,made,make,VERB,MSU-TEXAS
M20313725_bh,Version 1,handrail,20,grabbed onto,grabbed,grab,VERB,MSU-TEXAS
M20313725_bh,Version 1,handrail,20,grabbed onto,onto,onto,ADP,MSU-TEXAS
M20313725_bh,Version 1,handrail,20,let go of,let,let,VERB,MSU-TEXAS
M20313725_bh,Version 1,handrail,20,let go of,go,go,VERB,MSU-TEXAS
M20313725_bh,Version 1,handrail,20,slide down,slide,slide,VERB,MSU-TEXAS
M20313725_bh,Version 1,handrail,20,built,built,build,VERB,MSU-TEXAS
M20313725_bh,Version 1,ladle,24,scoop food,scoop,scoop,VERB,MSU-TEXAS
M20313725_bh,Version 1,ladle,24,scoop food,food,food,NOUN,MSU-TEXAS
M20313725_bh,Version 1,ladle,24,serve,serve,serve,VERB,MSU-TEXAS
M20313725_bh,Version 1,ladle,24,bought,bought,buy,VERB,MSU-TEXAS
M20313725_bh,Version 1,ladle,24,sold,sold,sell,VERB,MSU-TEXAS
M20313725_bh,Version 1,ladle,24,made,made,make,VERB,MSU-TEXAS
M20313725_bh,Version 1,ladle,24,thrown,thrown,throw,VERB,MSU-TEXAS
M20313725_bh,Version 1,ladle,24,dropped,dropped,drop,VERB,MSU-TEXAS
M20313725_bh,Version 1,ladle,24,hit with,hit,hit,VERB,MSU-TEXAS
M20313725_bh,Version 1,ladle,24,stepped on,stepped,step,VERB,MSU-TEXAS
M20313725_bh,Version 1,ladle,24,sat on,sat,sit,VERB,MSU-TEXAS
M20313725_bh,Version 1,wishbone,21,broken,broken,break,VERB,MSU-TEXAS
M20313725_bh,Version 1,wishbone,21,thrown,thrown,throw,VERB,MSU-TEXAS
M20313725_bh,Version 1,wishbone,21,found,found,find,VERB,MSU-TEXAS
M20313725_bh,Version 1,wishbone,21,hidden,hidden,hide,VERB,MSU-TEXAS
M20313725_bh,Version 1,wishbone,21,hit with,hit,hit,VERB,MSU-TEXAS
M20313725_bh,Version 1,wishbone,21,dropped,dropped,drop,VERB,MSU-TEXAS
M20313725_bh,Version 1,wishbone,21,sat on,sat,sit,VERB,MSU-TEXAS
M20313725_bh,Version 1,wishbone,21,stepped on,stepped,step,VERB,MSU-TEXAS
M20313725_bh,Version 1,hosiery,17,bought,bought,buy,VERB,MSU-TEXAS
M20313725_bh,Version 1,hosiery,17,sold,sold,sell,VERB,MSU-TEXAS
M20313725_bh,Version 1,hosiery,17,made,made,make,VERB,MSU-TEXAS
M20313725_bh,Version 1,hosiery,17,dropped,dropped,drop,VERB,MSU-TEXAS
M20313725_bh,Version 1,hosiery,17,thrown,thrown,throw,VERB,MSU-TEXAS
M20313725_bh,Version 1,hosiery,17,sat on,sat,sit,VERB,MSU-TEXAS
M20313725_bh,Version 1,hosiery,17,stepped on,stepped,step,VERB,MSU-TEXAS
M20313725_bh,Version 1,hosiery,17,worn,worn,wear,VERB,MSU-TEXAS
M20313725_bh,Version 1,hosiery,17,taken off,taken,take,VERB,MSU-TEXAS
M20313725_bh,Version 1,hosiery,17,torn,torn,tear,VERB,MSU-TEXAS
M20313725_bh,Version 1,orangutan,19,hugged,hugged,hug,VERB,MSU-TEXAS
M20313725_bh,Version 1,orangutan,19,hold hands with,hold,hold,VERB,MSU-TEXAS
M20313725_bh,Version 1,orangutan,19,hold hands with,hands,hand,NOUN,MSU-TEXAS
M20313725_bh,Version 1,petticoat,9,worn,worn,wear,VERB,MSU-TEXAS
M20313725_bh,Version 1,petticoat,9,torn,torn,tear,VERB,MSU-TEXAS
M20313725_bh,Version 1,petticoat,9,bought,bought,buy,VERB,MSU-TEXAS
M20313725_bh,Version 1,petticoat,9,sold,sold,sell,VERB,MSU-TEXAS
M20313725_bh,Version 1,petticoat,9,made,made,make,VERB,MSU-TEXAS
M20313725_bh,Version 1,petticoat,9,taken off,taken,take,VERB,MSU-TEXAS
M20313725_bh,Version 1,petticoat,9,thrown,thrown,throw,VERB,MSU-TEXAS
M20313725_bh,Version 1,petticoat,9,stepped on,stepped,step,VERB,MSU-TEXAS
M20313725_bh,Version 1,petticoat,9,sat on,sat,sit,VERB,MSU-TEXAS
M20313725_bh,Version 1,petticoat,9,dropped,dropped,drop,VERB,MSU-TEXAS
M20313725_bh,Version 1,petticoat,9,slept in,slept,sleep,VERB,MSU-TEXAS
M20313725_bh,Version 1,petticoat,9,go out in,go,go,VERB,MSU-TEXAS
M20313725_bh,Version 1,cayenne,25,driven,driven,drive,VERB,MSU-TEXAS
M20313725_bh,Version 1,cayenne,25,pushed,pushed,push,VERB,MSU-TEXAS
M20313725_bh,Version 1,cayenne,25,kicked,kicked,kick,VERB,MSU-TEXAS
M20313725_bh,Version 1,cayenne,25,hit,hit,hit,VERB,MSU-TEXAS
M20313725_bh,Version 1,cayenne,25,crashed,crashed,crashed,VERB,MSU-TEXAS
M20313725_bh,Version 1,Massage,23,relax,relax,relax,VERB,MSU-TEXAS
M20313725_bh,Version 1,sandbox,13,play in,play,play,VERB,MSU-TEXAS
M20313725_bh,Version 1,sandbox,13,throw up in,throw,throw,VERB,MSU-TEXAS
M20313725_bh,Version 1,sandbox,13,pee in,pee,pee,VERB,MSU-TEXAS
M20313725_bh,Version 1,sandbox,13,made,made,make,VERB,MSU-TEXAS
M20313725_bh,Version 1,sandbox,13,bought,bought,buy,VERB,MSU-TEXAS
M20313725_bh,Version 1,sandbox,13,sold,sold,sell,VERB,MSU-TEXAS
M20313725_bh,Version 1,sandbox,13,injured in,injured,injur,VERB,MSU-TEXAS
M20313725_bh,Version 1,joint,7,broken,broken,break,VERB,MSU-TEXAS
M20313725_bh,Version 1,joint,7,sprained,sprained,sprain,VERB,MSU-TEXAS
M20313725_bh,Version 1,joint,7,injured,injured,injur,VERB,MSU-TEXAS
M20313725_bh,Version 1,joint,7,torn,torn,tear,VERB,MSU-TEXAS
M20313725_bh,Version 1,briefcase,11,sold,sold,sell,VERB,MSU-TEXAS
M20313725_bh,Version 1,briefcase,11,bought,bought,buy,VERB,MSU-TEXAS
M20313725_bh,Version 1,briefcase,11,stored,stored,store,VERB,MSU-TEXAS
M20313725_bh,Version 1,briefcase,11,made,made,make,VERB,MSU-TEXAS
M20313725_bh,Version 1,briefcase,11,store thing in it,store,store,VERB,MSU-TEXAS
M20313725_bh,Version 1,briefcase,11,store thing in it,thing,thing,NOUN,MSU-TEXAS
M20313725_bh,Version 1,briefcase,11,carry,carry,carry,VERB,MSU-TEXAS
M20313725_bh,Version 1,briefcase,11,throw,throw,throw,VERB,MSU-TEXAS
M20313725_bh,Version 1,briefcase,11,hit with it,hit,hit,VERB,MSU-TEXAS
M20313725_bh,Version 1,briefcase,11,kick it,kick,kick,NOUN,MSU-TEXAS
M20313725_bh,Version 1,briefcase,11,step on,step,step on,VERB,MSU-TEXAS
M20313725_bh,Version 1,briefcase,11,dropped,dropped,drop,VERB,MSU-TEXAS
M20313725_bh,Version 1,seat,3,pulled,pulled,pull,VERB,MSU-TEXAS
M20313725_bh,Version 1,seat,3,made,made,make,VERB,MSU-TEXAS
M20313725_bh,Version 1,seat,3,bought,bought,buy,NOUN,MSU-TEXAS
M20313725_bh,Version 1,seat,3,sold,sold,sell,VERB,MSU-TEXAS
M20313725_bh,Version 1,seat,3,pushed,pushed,push,VERB,MSU-TEXAS
M20313725_bh,Version 1,seat,3,sat in,sat,sit,VERB,MSU-TEXAS
M20313725_bh,Version 1,seat,3,thrown,thrown,throw,VERB,MSU-TEXAS
M20313725_bh,Version 1,seat,3,carried,carried,carry,VERB,MSU-TEXAS
M20313725_bh,Version 1,parsley,28,used to season,used,use,VERB,MSU-TEXAS
M20313725_bh,Version 1,parsley,28,used to season,season,season,VERB,MSU-TEXAS
M20313725_bh,Version 1,parsley,28,thrown,thrown,throw,VERB,MSU-TEXAS
M20313725_bh,Version 1,parsley,28,eaten,eaten,eat,VERB,MSU-TEXAS
M20313725_bh,Version 1,parsley,28,thrown up,thrown,throw,VERB,MSU-TEXAS
M20313725_bh,Version 1,parsley,28,spit out,spit,spit,VERB,MSU-TEXAS
M20313725_bh,Version 1,parsley,28,dropped,dropped,drop,VERB,MSU-TEXAS
M20313725_bh,Version 1,parsley,28,sprinkled,sprinkled,sprinkle,VERB,MSU-TEXAS
M20313725_bh,Version 1,parsley,28,poured,poured,pour,VERB,MSU-TEXAS
M20313725_bh,Version 1,parsley,28,bought,bought,buy,VERB,MSU-TEXAS
M20313725_bh,Version 1,parsley,28,sold,sold,sell,VERB,MSU-TEXAS
M20313725_bh,Version 1,parsley,28,made,made,make,VERB,MSU-TEXAS
M20313725_bh,Version 1,parsley,28,grown,grown,grow,VERB,MSU-TEXAS
M20313725_bh,Version 1,tablespoon,29,used to measure,used,use,VERB,MSU-TEXAS
M20313725_bh,Version 1,tablespoon,29,used to measure,measure,measure,VERB,MSU-TEXAS
M20313725_bh,Version 1,tablespoon,29,used to cook,used,use,VERB,MSU-TEXAS
M20313725_bh,Version 1,tablespoon,29,used to cook,cook,cake,VERB,MSU-TEXAS
M20313725_bh,Version 1,tablespoon,29,used to bake,used,use,VERB,MSU-TEXAS
M20313725_bh,Version 1,tablespoon,29,used to bake,bake,bake,VERB,MSU-TEXAS
M20313725_bh,Version 1,tablespoon,29,stored,stored,store,VERB,MSU-TEXAS
M20313725_bh,Version 1,tablespoon,29,bought,bought,buy,VERB,MSU-TEXAS
M20313725_bh,Version 1,tablespoon,29,sold,sold,sell,VERB,MSU-TEXAS
M20313725_bh,Version 1,tablespoon,29,made,made,make,VERB,MSU-TEXAS
M20313725_bh,Version 1,bread,8,eaten,eaten,eat,VERB,MSU-TEXAS
M20313725_bh,Version 1,bread,8,swallowed,swallowed,swallow,VERB,MSU-TEXAS
M20313725_bh,Version 1,bread,8,spit out,spit,spit,VERB,MSU-TEXAS
M20313725_bh,Version 1,bread,8,dropped,dropped,drop,VERB,MSU-TEXAS
M20313725_bh,Version 1,bread,8,thrown,thrown,throw,VERB,MSU-TEXAS
M20313725_bh,Version 1,bread,8,bought,bought,buy,VERB,MSU-TEXAS
M20313725_bh,Version 1,bread,8,sold,sold,sell,VERB,MSU-TEXAS
M20313725_bh,Version 1,bread,8,made,made,make,VERB,MSU-TEXAS
M20313725_bh,Version 1,boa,26,killed,killed,kill,VERB,MSU-TEXAS
M20313725_bh,Version 1,boa,26,skinned,skinned,skin,VERB,MSU-TEXAS
M20313725_bh,Version 1,boa,26,eaten,eaten,eat,VERB,MSU-TEXAS
M20313725_bh,Version 1,boa,26,kill things,kill,kill,VERB,MSU-TEXAS
M20313725_bh,Version 1,boa,26,kill things,things,thing,NOUN,MSU-TEXAS
M20313725_bh,Version 1,boa,26,eat things,eat,eat,VERB,MSU-TEXAS
M20313725_bh,Version 1,boa,26,eat things,things,thing,NOUN,MSU-TEXAS
M20313725_bh,Version 1,boa,26,bite,bite,bite,VERB,MSU-TEXAS
M20313725_bh,Version 1,map,18,navigate,navigate,navigate,VERB,MSU-TEXAS
M20313725_bh,Version 1,map,18,bought,bought,buy,VERB,MSU-TEXAS
M20313725_bh,Version 1,map,18,sold,sold,sell,VERB,MSU-TEXAS
M20313725_bh,Version 1,map,18,made,made,make,VERB,MSU-TEXAS
M20313725_bh,Version 1,map,18,stored,stored,store,VERB,MSU-TEXAS
M20313725_bh,Version 1,map,18,held,held,hold,VERB,MSU-TEXAS
M20313725_bh,Version 1,map,18,thrown,thrown,throw,VERB,MSU-TEXAS
M20313725_bh,Version 1,solicitor,10,works,works,work,VERB,MSU-TEXAS
M20313725_bh,Version 1,solicitor,10,is hired,hired,hi,VERB,MSU-TEXAS
M20313725_bh,Version 1,solicitor,10,is fired,fired,fi,VERB,MSU-TEXAS
M20313725_bh,Version 1,solicitor,10,sleeps,sleeps,sleep,VERB,MSU-TEXAS
M20313725_bh,Version 1,solicitor,10,eats,eats,eat,VERB,MSU-TEXAS
M20313725_bh,Version 1,solicitor,10,sits,sits,sit,VERB,MSU-TEXAS
M20313725_bh,Version 1,solicitor,10,writes,writes,write,VERB,MSU-TEXAS
M20313725_bh,Version 1,decor,2,hung,hung,hang,VERB,MSU-TEXAS
M20313725_bh,Version 1,decor,2,stored,stored,store,VERB,MSU-TEXAS
M20313725_bh,Version 1,decor,2,bought,bought,buy,VERB,MSU-TEXAS
M20313725_bh,Version 1,decor,2,sold,sold,sell,VERB,MSU-TEXAS
M20313725_bh,Version 1,decor,2,made,made,make,VERB,MSU-TEXAS
M20313725_bh,Version 1,decor,2,designed,designed,desig,VERB,MSU-TEXAS
M20313725_bh,Version 1,decor,2,dropped,dropped,drop,VERB,MSU-TEXAS
M20313725_bh,Version 1,decor,2,thrown,thrown,throw,VERB,MSU-TEXAS
M20313725_bh,Version 1,decor,2,break,break,break,VERB,MSU-TEXAS
M20313725_bh,Version 1,spyglass,31,be used to see,used,use,VERB,MSU-TEXAS
M20313725_bh,Version 1,spyglass,31,be used to see,see,see,VERB,MSU-TEXAS
M20313725_bh,Version 1,spyglass,31,thrown,thrown,throw,VERB,MSU-TEXAS
M20313725_bh,Version 1,spyglass,31,hit something with it,hit,hit,VERB,MSU-TEXAS
M20313725_bh,Version 1,spyglass,31,hit something with it,something,something,PRON,MSU-TEXAS
M20313725_bh,Version 1,spyglass,31,drop it,drop,drop,VERB,MSU-TEXAS
M20313725_bh,Version 1,spyglass,31,sit on it,sit,sit,VERB,MSU-TEXAS
M20313725_bh,Version 1,spyglass,31,spit on it,spit,spit,VERB,MSU-TEXAS
M20313725_bh,Version 1,spyglass,31,step on it,step,step on,VERB,MSU-TEXAS
M20313725_bh,Version 1,tomahawk,15,used to cut wood,used,use,VERB,MSU-TEXAS
M20313725_bh,Version 1,tomahawk,15,used to cut wood,cut,cut,VERB,MSU-TEXAS
M20313725_bh,Version 1,tomahawk,15,used to cut wood,wood,wood,NOUN,MSU-TEXAS
M20313725_bh,Version 1,tomahawk,15,tear something down,tear,tear,VERB,MSU-TEXAS
M20313725_bh,Version 1,tomahawk,15,tear something down,something,something,PRON,MSU-TEXAS
M20313725_bh,Version 1,tomahawk,15,injure someone,injure,injure,VERB,MSU-TEXAS
M20313725_bh,Version 1,tomahawk,15,injure someone,someone,someone,PRON,MSU-TEXAS
M20313725_bh,Version 1,tomahawk,15,kill someone,kill,kill,VERB,MSU-TEXAS
M20313725_bh,Version 1,tomahawk,15,kill someone,someone,someone,PRON,MSU-TEXAS
M20313725_bh,Version 1,pin,30,hold clothes,hold,hold,VERB,MSU-TEXAS
M20313725_bh,Version 1,pin,30,hold clothes,clothes,clothes,NOUN,MSU-TEXAS
M20313725_bh,Version 1,pin,30,bought,bought,buy,VERB,MSU-TEXAS
M20313725_bh,Version 1,pin,30,sold,sold,sell,VERB,MSU-TEXAS
M20313725_bh,Version 1,pin,30,stored,stored,store,VERB,MSU-TEXAS
M20313725_bh,Version 1,pin,30,stepped on,stepped,step,VERB,MSU-TEXAS
M20313725_bh,Version 1,pin,30,thrown,thrown,throw,VERB,MSU-TEXAS
M20313725_bh,Version 1,pin,30,poke,poke,poke,VERB,MSU-TEXAS
M20313725_bh,Version 1,mint,4,freshen breath,freshen,freshen,ADV,MSU-TEXAS
M20313725_bh,Version 1,mint,4,freshen breath,breath,breath,NOUN,MSU-TEXAS
M20313725_bh,Version 1,mint,4,eaten,eaten,eat,VERB,MSU-TEXAS
M20313725_bh,Version 1,mint,4,swallowed,swallowed,swallow,VERB,MSU-TEXAS
M20313725_bh,Version 1,mint,4,choked on,choked,chok,VERB,MSU-TEXAS
M20313725_bh,Version 1,mint,4,spit out,spit,spit,VERB,MSU-TEXAS
M20313725_bh,Version 1,mint,4,thrown up,thrown,throw,VERB,MSU-TEXAS
M20313725_bh,Version 1,mint,4,thrown,thrown,throw,VERB,MSU-TEXAS
M20313725_bh,Version 1,mint,4,dropped,dropped,drop,VERB,MSU-TEXAS
M20313725_bh,Version 1,mint,4,made,made,make,VERB,MSU-TEXAS
M20314034XS,Version 16,pole,476,strip,strip,strip,VERB,MSU-TEXAS
M20314034XS,Version 16,sardine,454,eat,eat,eat,VERB,MSU-TEXAS
M20314034XS,Version 16,sardine,454,throw away,throw,throw,VERB,MSU-TEXAS
M20314034XS,Version 16,sardine,454,throw away,away,away,ADV,MSU-TEXAS
M20314034XS,Version 16,sardine,454,swim,swim,swim,VERB,MSU-TEXAS
M20314034XS,Version 16,sardine,454,fish,fish,fish,VERB,MSU-TEXAS
M20314034XS,Version 16,sardine,454,bait,bait,bait,VERB,MSU-TEXAS
M20314034XS,Version 16,scientist,457,experiment,experiment,experiment,VERB,MSU-TEXAS
M20314034XS,Version 16,scientist,457,instructor,instructor,instruct,VERB,MSU-TEXAS
M20314034XS,Version 16,paintbox,479,paint,paint,paint,VERB,MSU-TEXAS
M20314034XS,Version 16,paintbox,479,paintbrushes,paintbrushes,paintbrush,NOUN,MSU-TEXAS
M20314034XS,Version 16,paintbox,479,palette,palette,palette,NOUN,MSU-TEXAS
M20314034XS,Version 16,soap,453,clean,clean,clean,VERB,MSU-TEXAS
M20314034XS,Version 16,soap,453,shower,shower,shower,NOUN,MSU-TEXAS
M20314034XS,Version 16,soap,453,disinfect,disinfect,disinfect,VERB,MSU-TEXAS
M20314034XS,Version 16,linen,463,laundry,laundry,laundry,NOUN,MSU-TEXAS
M20314034XS,Version 16,note,460,write,write,write,VERB,MSU-TEXAS
M20314034XS,Version 16,bayonet,472,kill,kill,kill,VERB,MSU-TEXAS
M20314034XS,Version 16,nickel,468,pay,pay,pay,VERB,MSU-TEXAS
M20314034XS,Version 16,nickel,468,get paid,get,get,VERB,MSU-TEXAS
M20314034XS,Version 16,nickel,468,get paid,paid,pay,VERB,MSU-TEXAS
M20314034XS,Version 16,thigh,455,eat,eat,eat,VERB,MSU-TEXAS
M20314034XS,Version 16,paraphernalia,473,drink,drink,drink,VERB,MSU-TEXAS
M20314034XS,Version 16,paraphernalia,473,smoke,smoke,smoke,VERB,MSU-TEXAS
M20314034XS,Version 16,paraphernalia,473,sell,sell,sell,VERB,MSU-TEXAS
M20314034XS,Version 16,paraphernalia,473,buy,buy,buy,VERB,MSU-TEXAS
M20314034XS,Version 16,paraphernalia,473,steal ,steal,steal,VERB,MSU-TEXAS
M20314034XS,Version 16,lip,464,bite,bite,bite,VERB,MSU-TEXAS
M20314034XS,Version 16,lip,464,mouth,mouth,mouth,NOUN,MSU-TEXAS
M20314034XS,Version 16,coal,459,burn,burn,burn,VERB,MSU-TEXAS
M20314034XS,Version 16,coal,459,grill,grill,grill,VERB,MSU-TEXAS
M20314034XS,Version 16,collar,470,clothes,clothes,clothes,NOUN,MSU-TEXAS
M20314034XS,Version 16,apprentice,467,learn,learn,learn,VERB,MSU-TEXAS
M20314034XS,Version 16,apprentice,467,teach,teach,teach,VERB,MSU-TEXAS
M20314034XS,Version 16,checklist,458,write,write,write,X,MSU-TEXAS
M20314034XS,Version 16,checklist,458,remember,remember,remember,VERB,MSU-TEXAS
M20314034XS,Version 16,cocaine,469,snort,snort,snort,VERB,MSU-TEXAS
M20314034XS,Version 16,cocaine,469,cook,cook,cake,VERB,MSU-TEXAS
M20314034XS,Version 16,cocaine,469,package,package,package,NOUN,MSU-TEXAS
M20314034XS,Version 16,cellar,477,wine,wine,wine,NOUN,MSU-TEXAS
M20314034XS,Version 16,policewoman,480,arrest,arrest,arrest,VERB,MSU-TEXAS
M20314034XS,Version 16,lake,466,water,water,water,NOUN,MSU-TEXAS
M20314034XS,Version 16,lake,466,swim,swim,swim,VERB,MSU-TEXAS
M20314034XS,Version 16,lake,466,drown,drown,drown,VERB,MSU-TEXAS
M20314034XS,Version 16,raindrop,461,wet,wet,wet,ADJ,MSU-TEXAS
M20314034XS,Version 16,spatula,462,flip food,flip,flip,VERB,MSU-TEXAS
M20314034XS,Version 16,spatula,462,flip food,food,food,NOUN,MSU-TEXAS
M20314034XS,Version 16,jean,478,wear,wear,wear,VERB,MSU-TEXAS
M20315177_EJM,Version 36,laxative,1053,weight loss,weight,weight,NOUN,MSU-TEXAS
M20315177_EJM,Version 36,laxative,1053,weight loss,loss,loss,NOUN,MSU-TEXAS
M20315177_EJM,Version 36,laxative,1053,constipation aid,constipation,constipation,NOUN,MSU-TEXAS
M20315177_EJM,Version 36,laxative,1053,constipation aid,aid,aid,VERB,MSU-TEXAS
M20315177_EJM,Version 36,laxative,1053,clearing stomach for surgery,clearing,clear,VERB,MSU-TEXAS
M20315177_EJM,Version 36,laxative,1053,clearing stomach for surgery,stomach,stomach,NOUN,MSU-TEXAS
M20315177_EJM,Version 36,laxative,1053,clearing stomach for surgery,surgery,surgery,NOUN,MSU-TEXAS
M20315177_EJM,Version 36,beagle,1076,owning,owning,own,VERB,MSU-TEXAS
M20315177_EJM,Version 36,beagle,1076,raising,raising,raise,VERB,MSU-TEXAS
M20315177_EJM,Version 36,beagle,1076,loving,loving,love,VERB,MSU-TEXAS
M20315177_EJM,Version 36,beagle,1076,walking,walking,walk,VERB,MSU-TEXAS
M20315177_EJM,Version 36,beagle,1076,petting,petting,pet,VERB,MSU-TEXAS
M20315177_EJM,Version 36,beagle,1076,hugging,hugging,hug,VERB,MSU-TEXAS
M20315177_EJM,Version 36,beagle,1076,emotional support,emotional,emotional,ADJ,MSU-TEXAS
M20315177_EJM,Version 36,beagle,1076,emotional support,support,support,VERB,MSU-TEXAS
M20315177_EJM,Version 36,evergreen,1079,growing,growing,grow,VERB,MSU-TEXAS
M20315177_EJM,Version 36,evergreen,1079,sitting under,sitting,sit,VERB,MSU-TEXAS
M20315177_EJM,Version 36,evergreen,1079,climbing on,climbing,climb,VERB,MSU-TEXAS
M20315177_EJM,Version 36,evergreen,1079,hanging things on,hanging,hang,VERB,MSU-TEXAS
M20315177_EJM,Version 36,evergreen,1079,hanging things on,things,thing,NOUN,MSU-TEXAS
M20315177_EJM,Version 36,lambskin,1056,clothing/accessories?,clothing,clothes,NOUN,MSU-TEXAS
