"Username","Trial","Condition.Description","Stimuli.Cue","Procedure.Trial.Type","affordance_parsed","affordance_corrected","corrected"
"w10031693",25,"Version 39","manhole","BOI","USM","to do manly things","to do manly things"
"w10031693",26,"Version 39","comic","BOI","USM","to laugh","to laugh"
"w10031693",27,"Version 39","traveler","BOI","USM","to go places","to go places"
"w10031693",27,"Version 39","traveler","BOI","USM","to explore","to explore"
"w10031693",28,"Version 39","quadriceps","BOI","USM","to exercise","to exercise"
"w10031693",29,"Version 39","genitals","BOI","USM","to have sex","to have sex"
"w10031693",30,"Version 39","tower","BOI","USM","to climb","to climb"
"w10031693",31,"Version 39","poncho","BOI","USM","to stay out of the rain","to stay out of the rain"
"w10031693",32,"Version 39","house","BOI","USM","to live","to live"
"w10031693",32,"Version 39","house","BOI","USM","shelter","shelter"
"w10031693",32,"Version 39","house","BOI","USM","to sleep","to sleep"
"w10031693",32,"Version 39","house","BOI","USM","to be safe","to be safe"
"w10031693",33,"Version 39","swamp","BOI","USM","shrek","an"
"w10031693",34,"Version 39","crisps","BOI","USM","to eat","to eat"
"w10031693",36,"Version 39","dandruff","BOI","USM","to fall out of ur head","to fall out of an head"
"w10031693",37,"Version 39","ceramic","BOI","USM","wall","wall"
"w10031693",38,"Version 39","skateboarder","BOI","USM","to ride","to ride"
"w10031693",38,"Version 39","skateboarder","BOI","USM","to show skill","to show skill"
"w10031693",39,"Version 39","garden","BOI","USM","to plant","to plant"
"w10031693",39,"Version 39","garden","BOI","USM","to be pretty","to be pretty"
"w10031693",40,"Version 39","buttermilk","BOI","USM","to cook","to cook"
"w10031693",40,"Version 39","buttermilk","BOI","USM","to drink","to drink"
"w10032619_KML",11,"Version 75","cookhouse","BOI","USM","restaraunt","restaurant"
"w10032619_KML",11,"Version 75","cookhouse","BOI","USM","kitchen","kitchen"
"w10032619_KML",11,"Version 75","cookhouse","BOI","USM","meeting place","meeting place"
"w10032619_KML",11,"Version 75","cookhouse","BOI","USM","food storage","food storage"
"w10032619_KML",12,"Version 75","metalworker","BOI","USM","make fences","make fences"
"w10032619_KML",12,"Version 75","metalworker","BOI","USM","make pipes","make pipes"
"w10032619_KML",12,"Version 75","metalworker","BOI","USM","make household items","make household items"
"w10032619_KML",12,"Version 75","metalworker","BOI","USM","make weapons","make weapons"
"w10032619_KML",12,"Version 75","metalworker","BOI","USM","make technology items","make technology items"
"w10032619_KML",12,"Version 75","metalworker","BOI","USM","make any vehicle for transportation ","make any vehicle for transportation "
"w10032619_KML",13,"Version 75","lice","BOI","USM","use this for ostracising people","use this for ostracizing people"
"w10032619_KML",13,"Version 75","lice","BOI","USM","use it for absences","use it for absences"
"w10032619_KML",13,"Version 75","lice","BOI","USM","use it to lockdown a certain part of a school","use it to lock down a certain part of a school"
"w10032619_KML",14,"Version 75","substance","BOI","USM","you can literally use a substance for anything depending on the nature of the substance","you can literally use a substance for anything depending on the nature of the substance"
"w10032619_KML",15,"Version 75","washboard","BOI","USM","music","music"
"w10032619_KML",15,"Version 75","washboard","BOI","USM","laundry","laundry"
"w10032619_KML",15,"Version 75","washboard","BOI","USM","decoration","decoration"
"w10032619_KML",15,"Version 75","washboard","BOI","USM","weapon","weapon"
"w10032619_KML",16,"Version 75","wig","BOI","USM","fashion","fashion"
"w10032619_KML",16,"Version 75","wig","BOI","USM","to restore hair after disease","to restore hair after disease"
"w10032619_KML",16,"Version 75","wig","BOI","USM","disguise","disguise"
"w10032619_KML",16,"Version 75","wig","BOI","USM","halloween costume","halloween costume"
"w10032619_KML",16,"Version 75","wig","BOI","USM","nest for animals","nest for animals"
"w10032619_KML",17,"Version 75","motorbike","BOI","USM","transportation","transportation"
"w10032619_KML",17,"Version 75","motorbike","BOI","USM","leisure","leisure"
"w10032619_KML",17,"Version 75","motorbike","BOI","USM","showoff","showoff"
"w10032619_KML",17,"Version 75","motorbike","BOI","USM","clout","clout"
"w10032619_KML",18,"Version 75","veterinarian","BOI","USM","information","information"
"w10032619_KML",18,"Version 75","veterinarian","BOI","USM","medical help for pets","medical help for pets"
"w10032619_KML",18,"Version 75","veterinarian","BOI","USM","wildlife care","wildlife care"
"w10032619_KML",18,"Version 75","veterinarian","BOI","USM","farm animal care","farm animal care"
"w10032619_KML",18,"Version 75","veterinarian","BOI","USM","possibly in an emergency used for human help","possibly in an emergency used for human help"
"w10032619_KML",19,"Version 75","rattle","BOI","USM","baby toy","baby toy"
"w10032619_KML",19,"Version 75","rattle","BOI","USM","animal warning","animal warning"
"w10032619_KML",19,"Version 75","rattle","BOI","USM","weapon (can be thrown) ","weapon (can be thrown) "
"w10032619_KML",20,"Version 75","housefly","BOI","USM","used for spider food","used for spider food"
"w10032619_KML",20,"Version 75","housefly","BOI","USM","used to locate rotting food","used to locate rotting food"
"w10032619_KML",20,"Version 75","housefly","BOI","USM","used for plant food if you have flytraps or other carnivorous plants. ","used for plant food if you have flytraps or other carnivorous plants. "
"w10032619_KML",21,"Version 75","lavatory","BOI","USM","makeup","makeup"
"w10032619_KML",21,"Version 75","lavatory","BOI","USM","hangout","hangout"
"w10032619_KML",21,"Version 75","lavatory","BOI","USM","to relief yourself","to relief yourself"
"w10032619_KML",21,"Version 75","lavatory","BOI","USM","hiding place from people of the opposite gender","hiding place from people of the opposite gender"
"w10032619_KML",22,"Version 75","quiche","BOI","USM","food","food"
"w10032619_KML",22,"Version 75","quiche","BOI","USM","practice cooking","practice cooking"
"w10032619_KML",23,"Version 75","kindle","BOI","USM","to use for fires","to use for fires"
"w10032619_KML",23,"Version 75","kindle","BOI","USM","to read on","to read on"
"w10032619_KML",23,"Version 75","kindle","BOI","USM","to play games on","to play games on"
"w10032619_KML",23,"Version 75","kindle","BOI","USM","to keep warm","to keep warm"
"w10032619_KML",24,"Version 75","ingredients","BOI","USM","to bake with","to bake with"
"w10032619_KML",24,"Version 75","ingredients","BOI","USM","to cook with","to cook with"
"w10032619_KML",24,"Version 75","ingredients","BOI","USM","to store in the cupboard","to store in the cupboard"
"w10032619_KML",24,"Version 75","ingredients","BOI","USM","to come up with different recipes","to come up with different recipes"
"w10032619_KML",25,"Version 75","anchor","BOI","USM","decoration","decoration"
"w10032619_KML",25,"Version 75","anchor","BOI","USM","for a memorial","for a memorial"
"w10032619_KML",25,"Version 75","anchor","BOI","USM","to stop a ship from moving","to stop a ship from moving"
"w10032619_KML",26,"Version 75","model","BOI","USM","for fashion","for fashion"
"w10032619_KML",26,"Version 75","model","BOI","USM","for decoration","for decoration"
"w10032619_KML",26,"Version 75","model","BOI","USM","to help develop things","to help develop things"
"w10032619_KML",26,"Version 75","model","BOI","USM","to see something in a smaller scale to make changes if need be","to see something in a smaller scale to make changes if need be"
"w10032619_KML",26,"Version 75","model","BOI","USM","to showcase new upcoming people as celebrities","to showcase new upcoming people as celebrities"
"w10032619_KML",27,"Version 75","vehicle","BOI","USM","way to get places","way to get places"
"w10032619_KML",27,"Version 75","vehicle","BOI","USM","a place to get away if you need to calm down","a place to get away if you need to calm down"
"w10032619_KML",27,"Version 75","vehicle","BOI","USM","a way to get to work","a way to get to work"
"w10032619_KML",28,"Version 75","moth","BOI","USM","for use for other animals for food","for use for other animals for food"
"w10032619_KML",28,"Version 75","moth","BOI","USM","to access the ecosystem's health","to access the ecosystem's health"
"w10032619_KML",29,"Version 75","shinbone","BOI","USM","use it to stand","use it to stand"
"w10032619_KML",29,"Version 75","shinbone","BOI","USM","use it to make other stuff like flutes","use it to make other stuff like flutes"
"w10032619_KML",29,"Version 75","shinbone","BOI","USM","use it to find the corner of your bed","use it to find the corner of your bed"
"w10032619_KML",30,"Version 75","pottery","BOI","USM","use it for decoration","use it for decoration"
"w10032619_KML",30,"Version 75","pottery","BOI","USM","use it to relieve tension by smashing it","use it to relieve tension by smashing it"
"w10032619_KML",30,"Version 75","pottery","BOI","USM","use it to create for mental health","use it to create for mental health"
"w10032619_KML",30,"Version 75","pottery","BOI","USM","storage","storage"
"w10032619_KML",31,"Version 75","mousetrap","BOI","USM","to catch mice","to catch mice"
"w10032619_KML",31,"Version 75","mousetrap","BOI","USM","to inflict pain on others by way of dares or home alone instances ","to inflict pain on others by way of dares or home alone instances "
"w10032619_KML",32,"Version 75","denim","BOI","USM","to make clothing","to make clothing"
"w10032619_KML",32,"Version 75","denim","BOI","USM","to make bedding","to make bedding"
"w10032619_KML",32,"Version 75","denim","BOI","USM","for fire starter","for fire starter"
"w10032619_KML",33,"Version 75","whisk","BOI","USM","to make food","to make food"
"w10032619_KML",33,"Version 75","whisk","BOI","USM","to bop people on the head","to bop people on the head"
"w10032619_KML",34,"Version 75","laundry","BOI","USM","to wear","to wear"
"w10032619_KML",34,"Version 75","laundry","BOI","USM","for decoration","for decoration"
"w10032619_KML",34,"Version 75","laundry","BOI","USM","to feed you washer and dryer","to feed you washer and dryer"
"w10032619_KML",34,"Version 75","laundry","BOI","USM","to show you live somewhere","to show you live somewhere"
"w10032619_KML",34,"Version 75","laundry","BOI","USM","to pass the time","to pass the time"
"w10032619_KML",35,"Version 75","cheddar","BOI","USM","to eat","to eat"
"w10032619_KML",35,"Version 75","cheddar","BOI","USM","to let rot in your fridge becaue you forget about it brenda","to let rot in your fridge because you forget about it an"
"w10032619_KML",35,"Version 75","cheddar","BOI","USM","to cause constipation","to cause constipation"
"w10032619_KML",35,"Version 75","cheddar","BOI","USM","to stop diarrhea","to stop diarrhea"
"w10032619_KML",36,"Version 75","shotgun","BOI","USM","to hunt","to hunt"
"w10032619_KML",36,"Version 75","shotgun","BOI","USM","for decoration","for decoration"
"w10032619_KML",36,"Version 75","shotgun","BOI","USM","to show how little your member is","to show how little your member is"
"w10032619_KML",36,"Version 75","shotgun","BOI","USM","rob a store","rob a store"
"w10032619_KML",36,"Version 75","shotgun","BOI","USM","kill someone","kill someone"
"w10032619_KML",36,"Version 75","shotgun","BOI","USM","collector's purposes","collector's purposes"
"w10032619_KML",37,"Version 75","fudge","BOI","USM","to eat","to eat"
"w10032619_KML",37,"Version 75","fudge","BOI","USM","for rewards","for rewards"
"w10032619_KML",37,"Version 75","fudge","BOI","USM","baking","baking"
"w10032619_KML",38,"Version 75","doornail","BOI","USM","to nail or door","to nail or door"
"w10032619_KML",38,"Version 75","doornail","BOI","USM","to exhibit magnetism","to exhibit magnetism"
"w10032619_KML",38,"Version 75","doornail","BOI","USM","to let you know you are still alive if you accidentally step on one in the dark ","to let you know you are still alive if you accidentally step on one in the dark "
"w10032619_KML",39,"Version 75","primate","BOI","USM","to study evolution","to study evolution"
"w10032619_KML",39,"Version 75","primate","BOI","USM","to do harmless studies","to do harmless studies"
"w10032619_KML",39,"Version 75","primate","BOI","USM","to add biodiversity ","to add biodiversity "
"w10032619_KML",40,"Version 75","waxwork","BOI","USM","to hold things together","to hold things together"
"w10032619_KML",40,"Version 75","waxwork","BOI","USM","to make art","to make art"
"w10033047",11,"Version 55","fawn","BOI","USM","shoot","shoot"
"w10033047",11,"Version 55","fawn","BOI","USM","eat","eat"
"w10033047",11,"Version 55","fawn","BOI","USM","jump","jump"
"w10033047",11,"Version 55","fawn","BOI","USM","run","run"
"w10033047",12,"Version 55","shuffleboard","BOI","USM","play","play"
"w10033047",12,"Version 55","shuffleboard","BOI","USM","shuffle","shuffle"
"w10033047",12,"Version 55","shuffleboard","BOI","USM","entertain","entertain"
"w10033047",14,"Version 55","leash","BOI","USM","choke","choke"
"w10033047",14,"Version 55","leash","BOI","USM","walk dog","walk dog"
"w10033047",14,"Version 55","leash","BOI","USM","tie","tie"
"w10033047",14,"Version 55","leash","BOI","USM","loosen","loosen"
"w10033047",15,"Version 55","stationery","BOI","USM","still","still"
"w10033047",15,"Version 55","stationery","BOI","USM","stop","stop"
"w10033047",15,"Version 55","stationery","BOI","USM","firm","firm"
"w10033047",16,"Version 55","steel","BOI","USM","melt","melt"
"w10033047",16,"Version 55","steel","BOI","USM","build","build"
"w10033047",16,"Version 55","steel","BOI","USM","hit","hit"
"w10033047",17,"Version 55","altar","BOI","USM","pray","pray"
"w10033047",17,"Version 55","altar","BOI","USM","praise","praise"
"w10033047",17,"Version 55","altar","BOI","USM","preach","preach"
"w10033047",18,"Version 55","chowder","BOI","USM","eat","eat"
"w10033047",18,"Version 55","chowder","BOI","USM","sip","sip"
"w10033047",18,"Version 55","chowder","BOI","USM","cook","cook"
"w10033047",19,"Version 55","scab","BOI","USM","pick","pick"
"w10033047",19,"Version 55","scab","BOI","USM","hurt","hurt"
"w10033047",19,"Version 55","scab","BOI","USM","bandaide","bandage"
"w10033047",20,"Version 55","basement","BOI","USM","hide","hide"
"w10033047",20,"Version 55","basement","BOI","USM","scare","scare"
"w10033047",20,"Version 55","basement","BOI","USM","fill","fill"
"w10033047",20,"Version 55","basement","BOI","USM","store","store"
"w10033047",21,"Version 55","computer","BOI","USM","work","work"
"w10033047",21,"Version 55","computer","BOI","USM","play","play"
"w10033047",21,"Version 55","computer","BOI","USM","homework","homework"
"w10033047",21,"Version 55","computer","BOI","USM","school","school"
"w10033047",22,"Version 55","chicken","BOI","USM","kill","kill"
"w10033047",22,"Version 55","chicken","BOI","USM","eat","eat"
"w10033047",22,"Version 55","chicken","BOI","USM","cook","cook"
"w10033047",23,"Version 55","entertainer","BOI","USM","fun","fun"
"w10033047",23,"Version 55","entertainer","BOI","USM","watch","watch"
"w10033047",23,"Version 55","entertainer","BOI","USM","enjoy","enjoy"
"w10033047",23,"Version 55","entertainer","BOI","USM","laugh","laugh"
"w10033047",24,"Version 55","library","BOI","USM","work","work"
"w10033047",24,"Version 55","library","BOI","USM","read","read"
"w10033047",24,"Version 55","library","BOI","USM","books","books"
"w10033047",25,"Version 55","breeches","BOI","USM","wear","wear"
"w10033047",25,"Version 55","breeches","BOI","USM","clean","clean"
"w10033047",25,"Version 55","breeches","BOI","USM","buy","buy"
"w10033047",26,"Version 55","brandy","BOI","USM","drink","drink"
"w10033047",26,"Version 55","brandy","BOI","USM","girl","girl"
"w10033047",26,"Version 55","brandy","BOI","USM","alcohol","alcohol"
"w10033047",26,"Version 55","brandy","BOI","USM","drunk","drunk"
"w10033047",27,"Version 55","ship","BOI","USM","sail","sail"
"w10033047",27,"Version 55","ship","BOI","USM","ride","ride"
"w10033047",27,"Version 55","ship","BOI","USM","boat","boat"
"w10033047",28,"Version 55","stairs","BOI","USM","climb","climb"
